,characterName,characterLink,actorName,actorLink,houseName,royal,parents,siblings,killedBy,characterImageThumb,characterImageFull,nickname,killed,servedBy,parentOf,marriedEngaged,serves,kingsguard,guardedBy,actors,guardianOf,allies,abductedBy,abducted,sibling,gender,type,hasChildren,hasSiblings,hasAllies,hasKilled
194,Talla Tarly,/character/ch0523897/,Rebecca Benson,/name/nm5039410/,Tarly,,"['Randyll Tarly', 'Melessa Tarly']","['Dickon Tarly', 'Samwell Tarly']",,https://images-na.ssl-images-amazon.com/images/M/MV5BZTYwYTA2MWEtM2FjNS00MDNhLWIyMzMtODI0Mjg2Y2ZlODBiXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BZTYwYTA2MWEtM2FjNS00MDNhLWIyMzMtODI0Mjg2Y2ZlODBiXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,,,,,,,,,,,,,,female,,,,,
195,The Night King,/character/ch0512154/,,,,,,,['Arya Stark'],https://images-na.ssl-images-amazon.com/images/M/MV5BY2ZjNmYyMjAtNGUwYi00N2JmLWEyMTYtMDM5YmM2MWFhMWFiXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BY2ZjNmYyMjAtNGUwYi00N2JmLWEyMTYtMDM5YmM2MWFhMWFiXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_.jpg,,"['Three-Eyed Raven', 'Viserion', 'Ned Umber', 'Theon Greyjoy']",,,,,,,"[{'actorName': 'Richard Brake', 'actorLink': '/name/nm0104114/', 'seasonsActive': [4, 5]}, {'actorName': ""Vladimir 'Furdo' Furdik"", 'actorLink': '/name/nm0298842/', 'seasonsActive': [6, 7, 8]}]",,,,,,male,White_Walkers,,,,4.0
196,The Tickler,/character/ch0305033/,Anthony Morris,/name/nm1677757/,,,,,"[""Jaqen H'ghar""]",https://images-na.ssl-images-amazon.com/images/M/MV5BNTRiZjdkNTctMzM3ZC00NDJjLWI1MjctNTdjZjFlYjNiOTMxXkEyXkFqcGdeQXVyMjg2MTMyNTM@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BNTRiZjdkNTctMzM3ZC00NDJjLWI1MjctNTdjZjFlYjNiOTMxXkEyXkFqcGdeQXVyMjg2MTMyNTM@._V1_.jpg,,['Tortured Prisoner'],,,,,,,,,,,,,male,,,,,1.0
197,The Waif,/character/ch0508054/,Faye Marsay,/name/nm3849670/,,,,,['Arya Stark'],https://images-na.ssl-images-amazon.com/images/M/MV5BMzlkNTU5NTYtNmY5OS00NTY2LTk2YWItODU0OTc0MTA5NDQ1XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMzlkNTU5NTYtNmY5OS00NTY2LTk2YWItODU0OTc0MTA5NDQ1XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,['Lady Crane'],,,,,,,,,,,,,female,,,,,1.0
198,Thenn Warg,/character/ch0400416/,Joseph Gatt,/name/nm1395532/,,,,,['Samwell Tarly'],,,,,,,,,,,,,,,,,male,,,,,
199,Theon Greyjoy,/character/ch0158526/,Alfie Allen,/name/nm0654295/,Greyjoy,,['Balon Greyjoy'],['Yara Greyjoy'],['The Night King'],https://images-na.ssl-images-amazon.com/images/M/MV5BMTM3ODUyOTY3N15BMl5BanBnXkFtZTcwNjI4MTg4OQ@@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMTM3ODUyOTY3N15BMl5BanBnXkFtZTcwNjI4MTg4OQ@@._V1_.jpg,,"['Stiv', 'Rodrik Cassel', 'Myranda', 'Bolton Soldier', 'Harrag']",,,,,,,,,,,,,male,,,,,5.0
200,Three-Eyed Raven,/character/ch0414457/,,,,,,,['The Night King'],https://images-na.ssl-images-amazon.com/images/M/MV5BOGI4NGRiNTUtM2ZlYy00ZjhlLWJlYWItMjgzNWIzYWQwZWY0XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BOGI4NGRiNTUtM2ZlYy00ZjhlLWJlYWItMjgzNWIzYWQwZWY0XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,,,,,,,,"[{'actorName': 'Struan Rodger', 'actorLink': '/name/nm0734654/', 'seasonsActive': [4]}, {'actorName': 'Max von Sydow', 'actorLink': '/name/nm0001884/', 'seasonsActive': [6]}]",,,,,,male,,,,,
201,Tommen Baratheon,/character/ch0256424/,,,Baratheon,True,"['Robert Baratheon', 'Cersei Lannister', 'Jaime Lannister']","['Joffrey Baratheon', 'Myrcella Baratheon']",['Tommen Baratheon'],https://images-na.ssl-images-amazon.com/images/M/MV5BOTY1YWUxM2QtZjhmZC00ZmQ2LThkM2YtNTk2MmQ5OTk3NGMyXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BOTY1YWUxM2QtZjhmZC00ZmQ2LThkM2YtNTk2MmQ5OTk3NGMyXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,['Tommen Baratheon'],,,['Margaery Tyrell'],,,,"[{'actorName': 'Callum Wharry', 'actorLink': '/name/nm4422626/', 'seasonsActive': [1, 2]}, {'actorName': 'Dean-Charles Chapman', 'actorLink': '/name/nm2835616/', 'seasonsActive': [4, 5, 6]}]",,,,,,male,,,,,1.0
202,Tormund Giantsbane,/character/ch0316925/,Kristofer Hivju,/name/nm1970465/,,,,,,https://images-na.ssl-images-amazon.com/images/M/MV5BMTc1OTU3NjUzNF5BMl5BanBnXkFtZTcwNDE0NzE5OQ@@._V1._SX100_SY140_.jpg,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTc1OTU3NjUzNF5BMl5BanBnXkFtZTcwNDE0NzE5OQ@@._V1_SY1000_CR0,0,717,1000_AL_.jpg",,"['Rattleshirt', 'Smalljon Umber']",,,,,,,,,,,,,male,,,,,2.0
203,Trystane Martell,/character/ch0506400/,Toby Sebastian,/name/nm4514519/,Martell,,['Doran Martell'],,['Obara Sand'],https://images-na.ssl-images-amazon.com/images/M/MV5BYTBkMjZhMjItN2QwYS00MTg2LTg2YzMtNWJiYjBiYmVkMDk3XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BYTBkMjZhMjItN2QwYS00MTg2LTg2YzMtNWJiYjBiYmVkMDk3XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,,,,['Myrcella Baratheon'],,,,,,,,,,male,,,,,
204,Tyene Sand,/character/ch0468075/,Rosabell Laurenti Sellers,/name/nm3065809/,Martell,,"['Oberyn Martell', 'Ellaria Sand']",,['Cersei Lannister'],https://images-na.ssl-images-amazon.com/images/M/MV5BNDY5NzBiMTQtYzhmMS00Y2FmLTkzYzYtYzM2ODBjNGZlNGNiXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BNDY5NzBiMTQtYzhmMS00Y2FmLTkzYzYtYzM2ODBjNGZlNGNiXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,"['Areo Hotah', 'Maester Caleotte']",,,,,,,,,,,,,female,,,,,2.0
205,Tyrion Lannister,/character/ch0146096/,Peter Dinklage,/name/nm0227759/,Lannister,,['Tywin Lannister'],"['Cersei Lannister', 'Jaime Lannister']",,https://images-na.ssl-images-amazon.com/images/M/MV5BMjA2MDAwOTI0OV5BMl5BanBnXkFtZTcwNjA3NDg1Nw@@._V1._SX100_SY140_.jpg,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjA2MDAwOTI0OV5BMl5BanBnXkFtZTcwNjA3NDg1Nw@@._V1_SX1500_CR0,0,1500,999_AL_.jpg",,"['Shae', 'Tywin Lannister']",,,['Sansa Stark'],['Daenerys Targaryen'],,,,,,,,,male,,,,,2.0
206,Tywin Lannister,/character/ch0242185/,Charles Dance,/name/nm0001097/,Lannister,,,,['Tyrion Lannister'],https://images-na.ssl-images-amazon.com/images/M/MV5BOTA4ODMxMzE1OV5BMl5BanBnXkFtZTcwMTM0ODg4OQ@@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BOTA4ODMxMzE1OV5BMl5BanBnXkFtZTcwMTM0ODg4OQ@@._V1_.jpg,,,['Gregor Clegane'],"['Jaime Lannister', 'Cersei Lannister', 'Tyrion Lannister']",,,,,,,['Robert Baratheon'],,,,male,,3.0,3.0,1.0,
207,Vardis Egen,/character/ch0294458/,Brendan McCormack,/name/nm1788152/,,,,,['Bronn'],https://images-na.ssl-images-amazon.com/images/M/MV5BMzg1Y2NiYTYtNDY0Yi00OGMwLWJjZjktZDVlNDE1Y2M3MTMzXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMzg1Y2NiYTYtNDY0Yi00OGMwLWJjZjktZDVlNDE1Y2M3MTMzXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,,,,,,,,,,,,,,male,,,,,
208,Varly,/character/ch0379226/,Graham Charles,/name/nm1378721/,,,,,['Goldcloak'],,,,,,,,,,,,,,,,,male,,,,,
209,Viserion,,,,Targaryen,,,"['Drogon', 'Rhaegal']","['The Night King', 'Arya Stark']",,,,"['Pyat Pree', 'Great Master #1']",,,,,,,,['Daenerys Targaryen'],,,,,male,Dragon,,,,2.0
210,Viserys Targaryen,/character/ch0155775/,Harry Lloyd,/name/nm0516003/,Targaryen,True,"['Rhaella Targaryen', 'Aerys II Targaryen']","['Daenerys Targaryen', 'Rhaegar Targaryen']",['Khal Drogo'],https://images-na.ssl-images-amazon.com/images/M/MV5BMTgwNzIxMTU1OV5BMl5BanBnXkFtZTcwNzI2ODg5NA@@._V1._SX100_SY140_.jpg,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTgwNzIxMTU1OV5BMl5BanBnXkFtZTcwNzI2ODg5NA@@._V1_SY1000_CR0,0,1503,1000_AL_.jpg",,,,,,,,,,,,,,,male,,,,,
211,Walda Bolton,/character/ch0506401/,Elizabeth Webster,/name/nm3531913/,"['Bolton', 'Frey']",,,,"[""Ramsay Snow's Hounds""]",https://images-na.ssl-images-amazon.com/images/M/MV5BOTZiNWE2YTYtZDA2Ny00ZmUwLTk4ZWUtZjFkM2JkYjFiNjE3XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BOTZiNWE2YTYtZDA2Ny00ZmUwLTk4ZWUtZjFkM2JkYjFiNjE3XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,,,,['Roose Bolton'],,,,,,,,,,female,,,,,
212,Walder Frey,/character/ch0305328/,David Bradley,/name/nm0103195/,Frey,,,,['Arya Stark'],https://images-na.ssl-images-amazon.com/images/M/MV5BYzU0YzZjMTktZDA2Ni00YTRhLWFkZTgtOTQ4Yjg2MmQ2OGUzXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BYzU0YzZjMTktZDA2Ni00YTRhLWFkZTgtOTQ4Yjg2MmQ2OGUzXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,,,"['Black Walder Rivers', 'Lothar Frey', 'Roslin Frey', 'Ryger Rivers']","['Joyeuse Erenford', 'Kitty Frey']",,,,,,,,,,male,,4.0,4.0,,
213,Wallen,,Barry O'Connor,,,,,,['Robb Stark'],,,,,,,,,,,,,,,,,male,,,,,
214,Waymar Royce,/character/ch0171390/,Rob Ostlere,/name/nm3209935/,,,['Yohn Royce'],,['White Walker'],https://images-na.ssl-images-amazon.com/images/M/MV5BYzE1Y2EwN2QtMzMzZS00MDZkLTg4ZjItN2NkNGNkYjAzZGVlXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BYzE1Y2EwN2QtMzMzZS00MDZkLTg4ZjItN2NkNGNkYjAzZGVlXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,,,,,,,,,,,,,,male,,,,,
215,Wight Wildling Girl,/character/ch0305043/,Claire Wright,/name/nm4422708/,,,,,,https://images-na.ssl-images-amazon.com/images/M/MV5BNTg0OTdiOTYtNjBlYS00ZjI1LWEzMTAtODExOWRhNDZhMWNhXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BNTg0OTdiOTYtNjBlYS00ZjI1LWEzMTAtODExOWRhNDZhMWNhXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,,,,,,,,,,,,,,female,White_Walkers,,,,
216,Will,/character/ch0171394/,Bronson Webb,/name/nm0916037/,,,,,['Eddard Stark'],https://images-na.ssl-images-amazon.com/images/M/MV5BNjZlMDJhMmUtNzFlYS00ZTI1LWI5MjUtYmZkNTRlNmZmYzJlXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BNjZlMDJhMmUtNzFlYS00ZTI1LWI5MjUtYmZkNTRlNmZmYzJlXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,,,,,,,,,,,,,,male,,,,,
217,Willem Lannister,/character/ch0395356/,Timothy Gibbons,/name/nm5624523/,Lannister,,['Kevan Lannister'],"['Lancel Lannister', 'Martyn Lannister']",['Rickard Karstark'],,,,,,,,,,,,,,,,,male,,,,,
218,Willis Wode,/character/ch0305315/,Ryan McKenna,/name/nm4416560/,,,,,['Mountain Clansman'],https://images-na.ssl-images-amazon.com/images/M/MV5BMmY3NWI0YTItNWFkZi00MTVlLWIyNDQtN2MwYjY0ZjhhOTdlXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMmY3NWI0YTItNWFkZi00MTVlLWIyNDQtN2MwYjY0ZjhhOTdlXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,,,,,,,,,,,,,,,,,,,
219,Wun Wun,/character/ch0524621/,Ian Whyte,/name/nm1613839/,,,,,"['Ramsay Snow', 'Lyanna Mormont']",https://images-na.ssl-images-amazon.com/images/M/MV5BNTFjMTczNTQtNzE5MC00ZTI1LWI0ZGMtMTA4NGU2ZGQ5ZjRkXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BNTFjMTczNTQtNzE5MC00ZTI1LWI0ZGMtMTA4NGU2ZGQ5ZjRkXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_.jpg,,['Lyanna Mormont'],,,,,,,,,,,,,male,,,,,1.0
220,Xaro Xhoan Daxos,/character/ch0303950/,Nonso Anozie,/name/nm1996829/,,,,,['Daenerys Targaryen'],https://images-na.ssl-images-amazon.com/images/M/MV5BMTU3NTA5NDA3NF5BMl5BanBnXkFtZTcwNzY2NDg1Nw@@._V1._SX100_SY140_.jpg,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTU3NTA5NDA3NF5BMl5BanBnXkFtZTcwNzY2NDg1Nw@@._V1_SY1000_CR0,0,666,1000_AL_.jpg",,,,,,,,,,,,,,,male,,,,,
221,Yara Greyjoy,/character/ch0300217/,Gemma Whelan,/name/nm2247629/,Greyjoy,,['Balon Greyjoy'],['Theon Greyjoy'],,https://images-na.ssl-images-amazon.com/images/M/MV5BMTc2NzU5ODk0MV5BMl5BanBnXkFtZTcwMzEyNDY2OQ@@._V1._SX100_SY140_.jpg,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTc2NzU5ODk0MV5BMl5BanBnXkFtZTcwMzEyNDY2OQ@@._V1_SY1000_CR0,0,1503,1000_AL_.jpg",,,,,,,,,,,,,,,female,,,,,
222,Ygritte,/character/ch0304492/,Rose Leslie,/name/nm3310211/,,,,,['Olly'],https://images-na.ssl-images-amazon.com/images/M/MV5BMTg0NDA1Njk3Nl5BMl5BanBnXkFtZTcwOTQ2NDk4OQ@@._V1._SX100_SY140_.jpg,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTg0NDA1Njk3Nl5BMl5BanBnXkFtZTcwOTQ2NDk4OQ@@._V1_SY1000_CR0,0,724,1000_AL_.jpg",,"['Old Man', 'Guymon', ""Mole's Town Whore"", 'Pypar']",,,['Jon Snow'],,,,,,,,,,female,,,,,4.0
223,Yohn Royce,/character/ch0524546/,Rupert Vansittart,/name/nm0889338/,,,,,,https://images-na.ssl-images-amazon.com/images/M/MV5BZjgwNDc4NGQtMmQyMS00YjMyLWFhZWUtZmM0MjRkYmNmNGExXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BZjgwNDc4NGQtMmQyMS00YjMyLWFhZWUtZmM0MjRkYmNmNGExXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,,,['Waymar Royce'],,,,,,,,,,,male,,1.0,1.0,,
224,Yoren,/character/ch0251493/,Francis Magee,/name/nm0535837/,,,,,['Amory Lorch'],https://images-na.ssl-images-amazon.com/images/M/MV5BMTZjZWMwZWItYTdlNi00N2RmLWFlYjQtZTZlYTIxYTRkMWJlXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMTZjZWMwZWItYTdlNi00N2RmLWFlYjQtZTZlYTIxYTRkMWJlXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,,,,,,,,,,,,,,male,,,,,
225,Young Benjen Stark,/character/ch0153996/,Matteo Elezi,/name/nm5502295/,Stark,,,,,,,,,,,,,,,,,,,,,male,,,,,
226,Young Cersei Lannister,/character/ch0159526/,Nell Williams,/name/nm5309709/,Lannister,,,,,,,,,,,,,,,,,,,,,female,,,,,
227,Young Lyanna Stark,/character/ch0543804/,Cordelia Hill,/name/nm8108764/,Stark,,,,,,,,,,,,,,,,,,,,,female,,,,,
228,Young Ned,/character/ch0154681/,Robert Aramayo,/name/nm7075019/,Stark,,,,,,,,,,,,,,,,,,,,,,,,,,
229,Young Ned Stark,/character/ch0154681/,Sebastian Croft,/name/nm7509185/,Stark,,,,,,,,,,,,,,,,,,,,,male,,,,,
